Minute,Team,Player,Event Type,Outcome,xG,PSxG,match_url,match_date,home_team,away_team,division
47,Brighton,Jan Paul van Hecke,Shot,Saved,0.02,0.22,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
48,Brighton,João Pedro,Shot,Blocked,0.06,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
52,Brighton,Pascal Groß,Shot,Woodwork,0.01,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
63,Brighton,Solly March,Shot,Saved,0.06,0.02,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
71,Brighton,João Pedro(pen),Penalty,Goal,0.79,0.99,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
81,Luton Town,Carlton Morris(pen),Penalty,Goal,0.79,0.99,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
84,Brighton,Billy Gilmour,Shot,Saved,0.01,0.05,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
85,Brighton,Pervis Estupiñán,Shot,Saved,0.06,0.12,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
85,Brighton,Simon Adingra,Shot,Goal,0.25,0.77,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
86,Brighton,Evan Ferguson,Shot,Woodwork,0.05,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
87,Brighton,João Pedro,Shot,Saved,0.15,0.19,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
89,Brighton,Pascal Groß,Shot,Saved,0.35,0.6,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
90,Luton Town,Jacob Brown,Shot,Saved,0.11,0.09,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
90,Luton Town,Carlton Morris,Shot,Off Target,0.14,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
90,Brighton,Evan Ferguson,Shot,Goal,0.83,0.88,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
3,West Ham,Pablo Fornals,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
5,West Ham,Jarrod Bowen,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
12,Bournemouth,David Brooks,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
17,West Ham,Jarrod Bowen,Shot,Blocked,0.06,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
19,West Ham,Tomáš Souček,Shot,Off Target,0.34,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
24,West Ham,Tomáš Souček,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
26,Bournemouth,Ryan Christie,Shot,Saved,0.02,0.04,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
29,West Ham,Pablo Fornals,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
35,West Ham,Lucas Paquetá,Shot,Blocked,0.09,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
35,West Ham,Saïd Benrahma,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
37,West Ham,Jarrod Bowen,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
37,West Ham,Saïd Benrahma,Shot,Saved,0.06,0.19,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
41,Bournemouth,David Brooks,Shot,Saved,0.02,0.17,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
50,Bournemouth,David Brooks,Shot,Saved,0.07,0.07,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
51,West Ham,Jarrod Bowen,Shot,Goal,0.04,0.51,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
55,Bournemouth,Dominic Solanke,Shot,Saved,0.07,0.16,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
56,West Ham,Lucas Paquetá,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
56,West Ham,Jarrod Bowen,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
61,Bournemouth,Philip Billing,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
65,Bournemouth,Joe Rothwell,Shot,Woodwork,0.03,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
70,West Ham,Jarrod Bowen,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
71,Bournemouth,David Brooks,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
75,Bournemouth,Philip Billing,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
77,Bournemouth,Kieffer Moore,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
78,Bournemouth,Dominic Solanke,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
82,Bournemouth,Antoine Semenyo,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
82,Bournemouth,Dominic Solanke,Shot,Goal,0.87,0.97,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
84,West Ham,Danny Ings,Shot,Blocked,0.12,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
85,West Ham,Lucas Paquetá,Shot,Woodwork,0.06,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
89,Bournemouth,Antoine Semenyo,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,Bournemouth,West Ham,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
6,Newcastle Utd,Bruno Guimarães,Shot,Saved,0.07,0.25,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
6,Newcastle Utd,Sandro Tonali,Shot,Goal,0.22,0.9,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
8,Newcastle Utd,Sandro Tonali,Shot,Saved,0.42,0.68,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
9,Aston Villa,Moussa Diaby,Shot,Saved,0.02,0.17,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
11,Aston Villa,Moussa Diaby,Shot,Goal,0.13,0.13,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
16,Newcastle Utd,Alexander Isak,Shot,Goal,0.44,0.32,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
21,Aston Villa,Tyrone Mings,Shot,Blocked,0.01,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
24,Aston Villa,Ollie Watkins,Shot,Off Target,0.16,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
35,Aston Villa,Douglas Luiz,Shot,Off Target,0.11,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
42,Aston Villa,Moussa Diaby,Shot,Off Target,0.12,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
45,Aston Villa,Douglas Luiz,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
45,Newcastle Utd,Dan Burn,Shot,Off Target,0.16,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
48,Newcastle Utd,Bruno Guimarães,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
51,Newcastle Utd,Anthony Gordon,Shot,Blocked,0.07,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
52,Newcastle Utd,Sven Botman,Shot,Off Target,0.07,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
55,Aston Villa,Boubacar Kamara,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
58,Newcastle Utd,Alexander Isak,Shot,Goal,0.08,0.54,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
60,Aston Villa,Douglas Luiz,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
60,Newcastle Utd,Alexander Isak,Shot,Saved,0.25,0.3,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
62,Newcastle Utd,Miguel Almirón,Shot,Saved,0.05,0.02,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
64,Aston Villa,Ollie Watkins,Shot,Saved,0.16,0.39,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
64,Aston Villa,Matty Cash,Shot,Off Target,0.7,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
74,Aston Villa,Matty Cash,Shot,Saved,0.02,0.57,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
75,Aston Villa,Diego Carlos,Shot,Off Target,0.06,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
77,Newcastle Utd,Callum Wilson,Shot,Goal,0.47,0.78,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
80,Newcastle Utd,Callum Wilson,Shot,Saved,0.02,0.04,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
81,Newcastle Utd,Callum Wilson,Shot,Saved,0.39,0.81,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
82,Newcastle Utd,Joelinton,Shot,Blocked,0.12,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
90,Aston Villa,Philippe Coutinho,Shot,Off Target,0.08,0.0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
90,Newcastle Utd,Harvey Barnes,Shot,Goal,0.53,0.95,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
90,Newcastle Utd,Callum Wilson,Shot,Saved,0.03,0.2,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
90,Aston Villa,Douglas Luiz,Shot,Saved,0.03,0.35,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
90,Aston Villa,Diego Carlos,Shot,Saved,0.21,0.24,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Newcastle Utd,Aston Villa,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
9,Tottenham,Dejan Kulusevski,Shot,Blocked,0.01,0.0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
9,Tottenham,Micky van de Ven,Shot,Off Target,0.01,0.0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
11,Tottenham,Cristian Romero,Shot,Goal,0.58,0.62,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
16,Brentford,Bryan Mbeumo,Shot,Saved,0.05,0.09,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
17,Brentford,Aaron Hickey,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
18,Brentford,Yoane Wissa,Shot,Saved,0.08,0.07,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
27,Brentford,Bryan Mbeumo(pen),Penalty,Goal,0.79,0.99,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
28,Tottenham,Yves Bissouma,Shot,Off Target,0.01,0.0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
31,Brentford,Yoane Wissa,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
36,Brentford,Yoane Wissa,Shot,Goal,0.17,0.08,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
42,Tottenham,Yves Bissouma,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
44,Tottenham,Yves Bissouma,Shot,Blocked,0.01,0.0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
45,Brentford,Bryan Mbeumo,Shot,Off Target,0.56,0.0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
45,Tottenham,Son Heung-min,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
45,Tottenham,Emerson,Shot,Goal,0.03,0.24,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
47,Tottenham,James Maddison,Shot,Saved,0.05,0.02,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
52,Tottenham,Davinson Sánchez,Shot,Off Target,0.12,0.0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
53,Tottenham,Dejan Kulusevski,Shot,Off Target,0.01,0.0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
58,Brentford,Vitaly Janelt,Shot,Saved,0.04,0.39,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
58,Brentford,Mikkel Damsgaard,Shot,Saved,0.07,0.12,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,Brentford,Tottenham,Premier League
